Point ID,arc_length,Density,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Residual_Density,Residual_Energy,Residual_Momentum_0,Residual_Momentum_1,Residual_Momentum_2,Residual_Momentum_Magnitude,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,vtkValidPointMask,Y_Plus
644,6.44,2.09813e-05,4.34738,0,1.79146e-05,0.0395164,0.000282248,-8.46E-07,0,0.000282249,6.44,0,0,6.44,1.73819,-0.123518,-4.57E-17,-1.31E-11,-2.54E-13,-2.55E-14,0,2.5576e-13,0,0,0,0,288.599,13.4523,-0.0403341,0,13.4524,1,0
645,6.45,2.09814e-05,4.3474,0,1.79146e-05,0.0396466,0.000283174,-8.57E-07,0,0.000283176,6.45,0,0,6.45,1.73819,-0.123221,-4.59E-17,-1.30E-11,-2.51E-13,-2.60E-14,0,2.52674e-13,0,0,0,0,288.599,13.4964,-0.040845,0,13.4965,1,0
646,6.46,2.09814e-05,4.34742,0,1.79146e-05,0.0397768,0.000284101,-8.68E-07,0,0.000284102,6.46,0,0,6.46,1.7382,-0.122923,-4.61E-17,-1.30E-11,-2.48E-13,-2.66E-14,0,2.49592e-13,0,0,0,0,288.598,13.5405,-0.0413559,0,13.5406,1,0
647,6.47,2.09815e-05,4.34744,0,1.79146e-05,0.039907,0.000285027,-8.79E-07,0,0.000285028,6.47,0,0,6.47,1.7382,-0.122626,-4.63E-17,-1.30E-11,-2.45E-13,-2.71E-14,0,2.46513e-13,0,0,0,0,288.598,13.5846,-0.0418668,0,13.5847,1,0
648,6.48,2.09816e-05,4.34747,0,1.79146e-05,0.0400372,0.000285953,-8.89E-07,0,0.000285955,6.48,0,0,6.48,1.7382,-0.122329,-4.65E-17,-1.30E-11,-2.42E-13,-2.77E-14,0,2.43438e-13,0,0,0,0,288.598,13.6287,-0.0423777,0,13.6288,1,0
649,6.49,2.09817e-05,4.34749,0,1.79145e-05,0.0401674,0.00028688,-9.00E-07,0,0.000286881,6.49,0,0,6.49,1.73821,-0.122031,-4.67E-17,-1.29E-11,-2.39E-13,-2.83E-14,0,2.40365e-13,0,0,0,0,288.597,13.6728,-0.0428886,0,13.6729,1,0
650,6.5,2.09817e-05,4.34751,0,1.79145e-05,0.0402977,0.000287806,-9.11E-07,0,0.000287807,6.5,0,0,6.5,1.73821,-0.121734,-4.69E-17,-1.29E-11,-2.36E-13,-2.88E-14,0,2.37297e-13,0,0,0,0,288.597,13.7169,-0.0433995,0,13.717,1,0
651,6.51,2.09818e-05,4.34753,0,1.79145e-05,0.0404279,0.000288732,-9.21E-07,0,0.000288734,6.51,0,0,6.51,1.73821,-0.121436,-4.71E-17,-1.29E-11,-2.32E-13,-2.94E-14,0,2.34232e-13,0,0,0,0,288.596,13.761,-0.0439104,0,13.7611,1,0
652,6.52,2.09819e-05,4.34755,0,1.79145e-05,0.0405581,0.000289659,-9.32E-07,0,0.00028966,6.52,0,0,6.52,1.73822,-0.121139,-4.73E-17,-1.29E-11,-2.29E-13,-2.99E-14,0,2.31171e-13,0,0,0,0,288.596,13.8052,-0.0444213,0,13.8052,1,0
653,6.53,2.0982e-05,4.34757,0,1.79145e-05,0.0406883,0.000290585,-9.43E-07,0,0.000290586,6.53,0,0,6.53,1.73822,-0.120841,-4.75E-17,-1.28E-11,-2.26E-13,-3.05E-14,0,2.28114e-13,0,0,0,0,288.596,13.8493,-0.0449322,0,13.8493,1,0
654,6.54,2.0982e-05,4.34759,0,1.79144e-05,0.0408185,0.000291511,-9.53E-07,0,0.000291513,6.54,0,0,6.54,1.73823,-0.120544,-4.77E-17,-1.28E-11,-2.23E-13,-3.11E-14,0,2.25061e-13,0,0,0,0,288.595,13.8934,-0.0454431,0,13.8934,1,0
655,6.55,2.09821e-05,4.34761,0,1.79144e-05,0.0409487,0.000292438,-9.64E-07,0,0.000292439,6.55,0,0,6.55,1.73823,-0.120247,-4.79E-17,-1.28E-11,-2.20E-13,-3.16E-14,0,2.22013e-13,0,0,0,0,288.595,13.9375,-0.045954,0,13.9375,1,0
656,6.56,2.09822e-05,4.34764,0,1.79144e-05,0.0410789,0.000293364,-9.75E-07,0,0.000293365,6.56,0,0,6.56,1.73823,-0.119949,-4.80E-17,-1.28E-11,-2.17E-13,-3.22E-14,0,2.18969e-13,0,0,0,0,288.594,13.9816,-0.0464649,0,13.9816,1,0
657,6.57,2.09822e-05,4.34766,0,1.79144e-05,0.0411987,0.000294217,-9.85E-07,0,0.000294219,6.57,0,0,6.57,1.73824,-0.119628,-4.82E-17,-1.27E-11,-2.14E-13,-3.26E-14,0,2.16425e-13,0,0,0,0,288.594,14.0222,-0.046928,0,14.0223,1,0
658,6.58,2.09823e-05,4.34768,0,1.79144e-05,0.0412463,0.000294563,-9.87E-07,0,0.000294564,6.58,0,0,6.58,1.73824,-0.119144,-4.80E-17,-1.27E-11,-2.15E-13,-3.16E-14,0,2.17328e-13,0,0,0,0,288.594,14.0386,-0.0470587,0,14.0387,1,0
659,6.59,2.09824e-05,4.3477,0,1.79144e-05,0.0412938,0.000294908,-9.90E-07,0,0.00029491,6.59,0,0,6.59,1.73825,-0.118661,-4.78E-17,-1.27E-11,-2.16E-13,-3.07E-14,0,2.18237e-13,0,0,0,0,288.594,14.055,-0.0471893,0,14.0551,1,0
660,6.6,2.09824e-05,4.34772,0,1.79144e-05,0.0413413,0.000295254,-9.93E-07,0,0.000295256,6.6,0,0,6.6,1.73825,-0.118177,-4.75E-17,-1.26E-11,-2.17E-13,-2.98E-14,0,2.19151e-13,0,0,0,0,288.594,14.0715,-0.04732,0,14.0716,1,0
661,6.61,2.09825e-05,4.34774,0,1.79144e-05,0.0413888,0.0002956,-9.96E-07,0,0.000295602,6.61,0,0,6.61,1.73826,-0.117693,-4.73E-17,-1.26E-11,-2.18E-13,-2.89E-14,0,2.2007e-13,0,0,0,0,288.594,14.0879,-0.0474507,0,14.088,1,0
662,6.62,2.09826e-05,4.34776,0,1.79144e-05,0.0414363,0.000295946,-9.98E-07,0,0.000295947,6.62,0,0,6.62,1.73827,-0.117209,-4.71E-17,-1.26E-11,-2.19E-13,-2.80E-14,0,2.20993e-13,0,0,0,0,288.594,14.1043,-0.0475814,0,14.1044,1,0
663,6.63,2.09827e-05,4.34777,0,1.79144e-05,0.0414838,0.000296291,-1.00E-06,0,0.000296293,6.63,0,0,6.63,1.73827,-0.116725,-4.69E-17,-1.25E-11,-2.20E-13,-2.71E-14,0,2.21922e-13,0,0,0,0,288.594,14.1208,-0.0477121,0,14.1208,1,0
664,6.64,2.09827e-05,4.3478,0,1.79144e-05,0.0415314,0.000296637,-1.00E-06,0,0.000296639,6.64,0,0,6.64,1.73828,-0.116241,-4.66E-17,-1.25E-11,-2.21E-13,-2.62E-14,0,2.22855e-13,0,0,0,0,288.594,14.1372,-0.0478428,0,14.1373,1,0
665,6.65,2.09828e-05,4.34781,0,1.79144e-05,0.0415789,0.000296983,-1.01E-06,0,0.000296984,6.65,0,0,6.65,1.73828,-0.115757,-4.64E-17,-1.25E-11,-2.22E-13,-2.53E-14,0,2.23793e-13,0,0,0,0,288.594,14.1536,-0.0479734,0,14.1537,1,0
666,6.66,2.09829e-05,4.34783,0,1.79144e-05,0.0416264,0.000297328,-1.01E-06,0,0.00029733,6.66,0,0,6.66,1.73829,-0.115273,-4.62E-17,-1.24E-11,-2.23E-13,-2.44E-14,0,2.24736e-13,0,0,0,0,288.594,14.17,-0.0481041,0,14.1701,1,0
667,6.67,2.09829e-05,4.34785,0,1.79144e-05,0.0416739,0.000297674,-1.01E-06,0,0.000297676,6.67,0,0,6.67,1.7383,-0.114789,-4.60E-17,-1.24E-11,-2.24E-13,-2.34E-14,0,2.25683e-13,0,0,0,0,288.594,14.1865,-0.0482348,0,14.1865,1,0
668,6.68,2.0983e-05,4.34787,0,1.79144e-05,0.0417214,0.00029802,-1.01E-06,0,0.000298021,6.68,0,0,6.68,1.7383,-0.114305,-4.58E-17,-1.24E-11,-2.26E-13,-2.25E-14,0,2.26635e-13,0,0,0,0,288.594,14.2029,-0.0483655,0,14.203,1,0
669,6.69,2.09831e-05,4.34789,0,1.79144e-05,0.0417689,0.000298365,-1.02E-06,0,0.000298367,6.69,0,0,6.69,1.73831,-0.113821,-4.55E-17,-1.23E-11,-2.27E-13,-2.16E-14,0,2.27592e-13,0,0,0,0,288.594,14.2193,-0.0484962,0,14.2194,1,0
670,6.7,2.09831e-05,4.34791,0,1.79144e-05,0.0418165,0.000298711,-1.02E-06,0,0.000298713,6.7,0,0,6.7,1.73831,-0.113337,-4.53E-17,-1.23E-11,-2.28E-13,-2.07E-14,0,2.28553e-13,0,0,0,0,288.595,14.2357,-0.0486269,0,14.2358,1,0
671,6.71,2.09832e-05,4.34793,0,1.79144e-05,0.041864,0.000299057,-1.02E-06,0,0.000299058,6.71,0,0,6.71,1.73832,-0.112853,-4.51E-17,-1.23E-11,-2.29E-13,-1.98E-14,0,2.29518e-13,0,0,0,0,288.595,14.2522,-0.0487575,0,14.2523,1,0
672,6.72,2.09833e-05,4.34795,0,1.79144e-05,0.0419115,0.000299402,-1.03E-06,0,0.000299404,6.72,0,0,6.72,1.73832,-0.112369,-4.49E-17,-1.22E-11,-2.30E-13,-1.89E-14,0,2.30488e-13,0,0,0,0,288.595,14.2686,-0.0488882,0,14.2687,1,0
673,6.73,2.09833e-05,4.34797,0,1.79144e-05,0.041959,0.000299748,-1.03E-06,0,0.00029975,6.73,0,0,6.73,1.73833,-0.111886,-4.47E-17,-1.22E-11,-2.31E-13,-1.80E-14,0,2.31462e-13,0,0,0,0,288.595,14.285,-0.0490189,0,14.2851,1,0
674,6.74,2.09834e-05,4.34799,0,1.79144e-05,0.0420065,0.000300094,-1.03E-06,0,0.000300095,6.74,0,0,6.74,1.73834,-0.111402,-4.44E-17,-1.22E-11,-2.32E-13,-1.71E-14,0,2.3244e-13,0,0,0,0,288.595,14.3014,-0.0491496,0,14.3015,1,0
675,6.75,2.09835e-05,4.34801,0,1.79144e-05,0.042054,0.000300439,-1.03E-06,0,0.000300441,6.75,0,0,6.75,1.73834,-0.110918,-4.42E-17,-1.21E-11,-2.33E-13,-1.61E-14,0,2.33423e-13,0,0,0,0,288.595,14.3179,-0.0492803,0,14.318,1,0
676,6.76,2.09835e-05,4.34803,0,1.79144e-05,0.0421016,0.000300785,-1.04E-06,0,0.000300787,6.76,0,0,6.76,1.73835,-0.110434,-4.40E-17,-1.21E-11,-2.34E-13,-1.52E-14,0,2.34409e-13,0,0,0,0,288.595,14.3343,-0.049411,0,14.3344,1,0
677,6.77,2.09836e-05,4.34805,0,1.79144e-05,0.0421491,0.000301131,-1.04E-06,0,0.000301133,6.77,0,0,6.77,1.73835,-0.10995,-4.38E-17,-1.21E-11,-2.35E-13,-1.43E-14,0,2.354e-13,0,0,0,0,288.595,14.3507,-0.0495416,0,14.3508,1,0
678,6.78,2.09837e-05,4.34807,0,1.79144e-05,0.0421966,0.000301476,-1.04E-06,0,0.000301478,6.78,0,0,6.78,1.73836,-0.109466,-4.36E-17,-1.20E-11,-2.36E-13,-1.34E-14,0,2.36395e-13,0,0,0,0,288.595,14.3672,-0.0496723,0,14.3672,1,0
679,6.79,2.09837e-05,4.34809,0,1.79144e-05,0.0422441,0.000301822,-1.04E-06,0,0.000301824,6.79,0,0,6.79,1.73837,-0.108982,-4.33E-17,-1.20E-11,-2.37E-13,-1.25E-14,0,2.37393e-13,0,0,0,0,288.595,14.3836,-0.049803,0,14.3837,1,0
680,6.8,2.09838e-05,4.34811,0,1.79144e-05,0.0422916,0.000302168,-1.05E-06,0,0.00030217,6.8,0,0,6.8,1.73837,-0.108498,-4.31E-17,-1.20E-11,-2.38E-13,-1.16E-14,0,2.38396e-13,0,0,0,0,288.595,14.4,-0.0499337,0,14.4001,1,0
681,6.81,2.09839e-05,4.34813,0,1.79144e-05,0.0423392,0.000302513,-1.05E-06,0,0.000302515,6.81,0,0,6.81,1.73838,-0.108014,-4.29E-17,-1.19E-11,-2.39E-13,-1.07E-14,0,2.39402e-13,0,0,0,0,288.595,14.4164,-0.0500644,0,14.4165,1,0
682,6.82,2.0984e-05,4.34815,0,1.79144e-05,0.0423867,0.000302859,-1.05E-06,0,0.000302861,6.82,0,0,6.82,1.73838,-0.10753,-4.27E-17,-1.19E-11,-2.40E-13,-9.77E-15,0,2.40413e-13,0,0,0,0,288.595,14.4329,-0.050195,0,14.4329,1,0
683,6.83,2.0984e-05,4.34817,0,1.79144e-05,0.0424989,0.00030366,-1.04E-06,0,0.000303661,6.83,0,0,6.83,1.73839,-0.107258,-4.25E-17,-1.19E-11,-2.41E-13,-8.85E-15,0,2.41427e-13,0,0,0,0,288.595,14.471,-0.0493743,0,14.471,1,0
684,6.84,2.09841e-05,4.34819,0,1.79144e-05,0.0426171,0.000304502,-1.02E-06,0,0.000304504,6.84,0,0,6.84,1.73839,-0.107005,-4.22E-17,-1.18E-11,-2.42E-13,-7.94E-15,0,2.42445e-13,0,0,0,0,288.594,14.5111,-0.0484657,0,14.5111,1,0
685,6.85,2.09842e-05,4.34821,0,1.79144e-05,0.0427353,0.000305344,-9.98E-07,0,0.000305346,6.85,0,0,6.85,1.73839,-0.106751,-4.20E-17,-1.18E-11,-2.43E-13,-7.03E-15,0,2.43466e-13,0,0,0,0,288.594,14.5512,-0.0475573,0,14.5512,1,0
686,6.86,2.09842e-05,4.34823,0,1.79144e-05,0.0428535,0.000306186,-9.79E-07,0,0.000306188,6.86,0,0,6.86,1.7384,-0.106498,-4.18E-17,-1.18E-11,-2.44E-13,-6.12E-15,0,2.44491e-13,0,0,0,0,288.593,14.5912,-0.0466488,0,14.5913,1,0
687,6.87,2.09843e-05,4.34825,0,1.79143e-05,0.0429716,0.000307029,-9.60E-07,0,0.00030703,6.87,0,0,6.87,1.7384,-0.106245,-4.16E-17,-1.18E-11,-2.45E-13,-5.21E-15,0,2.4552e-13,0,0,0,0,288.593,14.6313,-0.0457403,0,14.6314,1,0
688,6.88,2.09843e-05,4.34827,0,1.79143e-05,0.0430898,0.000307871,-9.41E-07,0,0.000307872,6.88,0,0,6.88,1.7384,-0.105992,-4.14E-17,-1.17E-11,-2.47E-13,-4.30E-15,0,2.46552e-13,0,0,0,0,288.593,14.6714,-0.0448318,0,14.6715,1,0
689,6.89,2.09844e-05,4.34829,0,1.79143e-05,0.043208,0.000308713,-9.21E-07,0,0.000308715,6.89,0,0,6.89,1.73841,-0.105739,-4.11E-17,-1.17E-11,-2.48E-13,-3.38E-15,0,2.47588e-13,0,0,0,0,288.592,14.7115,-0.0439233,0,14.7116,1,0
690,6.9,2.09845e-05,4.34831,0,1.79143e-05,0.0433262,0.000309556,-9.02E-07,0,0.000309557,6.9,0,0,6.9,1.73841,-0.105486,-4.09E-17,-1.17E-11,-2.49E-13,-2.47E-15,0,2.48628e-13,0,0,0,0,288.592,14.7516,-0.0430148,0,14.7517,1,0
691,6.91,2.09845e-05,4.34833,0,1.79143e-05,0.0434444,0.000310398,-8.83E-07,0,0.000310399,6.91,0,0,6.91,1.73841,-0.105233,-4.07E-17,-1.16E-11,-2.50E-13,-1.56E-15,0,2.4967e-13,0,0,0,0,288.591,14.7917,-0.0421063,0,14.7918,1,0
692,6.92,2.09846e-05,4.34835,0,1.79143e-05,0.0435626,0.00031124,-8.64E-07,0,0.000311241,6.92,0,0,6.92,1.73841,-0.10498,-4.05E-17,-1.16E-11,-2.51E-13,-6.49E-16,0,2.50716e-13,0,0,0,0,288.591,14.8318,-0.0411978,0,14.8319,1,0
693,6.93,2.09847e-05,4.34837,0,1.79142e-05,0.0436808,0.000312083,-8.45E-07,0,0.000312084,6.93,0,0,6.93,1.73842,-0.104727,-4.03E-17,-1.16E-11,-2.52E-13,2.63192e-16,0,2.51766e-13,0,0,0,0,288.591,14.8719,-0.0402894,0,14.872,1,0
694,6.94,2.09847e-05,4.34839,0,1.79142e-05,0.043799,0.000312925,-8.26E-07,0,0.000312926,6.94,0,0,6.94,1.73842,-0.104474,-4.00E-17,-1.15E-11,-2.53E-13,1.175e-15,0,2.52818e-13,0,0,0,0,288.59,14.912,-0.0393809,0,14.9121,1,0
695,6.95,2.09848e-05,4.34841,0,1.79142e-05,0.0439171,0.000313767,-8.07E-07,0,0.000313768,6.95,0,0,6.95,1.73842,-0.10422,-3.98E-17,-1.15E-11,-2.54E-13,2.08676e-15,0,2.53874e-13,0,0,0,0,288.59,14.9521,-0.0384724,0,14.9522,1,0
696,6.96,2.09849e-05,4.34843,0,1.79142e-05,0.0440353,0.000314609,-7.88E-07,0,0.00031461,6.96,0,0,6.96,1.73843,-0.103967,-3.96E-17,-1.15E-11,-2.55E-13,2.99856e-15,0,2.54934e-13,0,0,0,0,288.59,14.9922,-0.0375639,0,14.9923,1,0
697,6.97,2.09849e-05,4.34845,0,1.79142e-05,0.044149,0.00031542,-7.70E-07,0,0.000315421,6.97,0,0,6.97,1.73843,-0.10374,-3.94E-17,-1.14E-11,-2.56E-13,3.80442e-15,0,2.55737e-13,0,0,0,0,288.589,15.0308,-0.0367127,0,15.0308,1,0
698,6.98,2.09849e-05,4.34845,0,1.79141e-05,0.0441996,0.000315784,-7.69E-07,0,0.000315785,6.98,0,0,6.98,1.73843,-0.103866,-3.94E-17,-1.14E-11,-2.53E-13,3.13449e-15,0,2.52934e-13,0,0,0,0,288.589,15.0482,-0.0366602,0,15.0482,1,0
699,6.99,2.09849e-05,4.34845,0,1.79141e-05,0.0442501,0.000316149,-7.68E-07,0,0.000316149,6.99,0,0,6.99,1.73843,-0.103992,-3.95E-17,-1.13E-11,-2.50E-13,2.46458e-15,0,2.50133e-13,0,0,0,0,288.589,15.0655,-0.0366078,0,15.0656,1,0
700,7,2.09849e-05,4.34846,0,1.79141e-05,0.0443007,0.000316513,-7.67E-07,0,0.000316514,7,0,0,7,1.73843,-0.104119,-3.95E-17,-1.12E-11,-2.47E-13,1.79464e-15,0,2.47333e-13,0,0,0,0,288.589,15.0829,-0.0365553,0,15.0829,1,0
701,7.01,2.09849e-05,4.34846,0,1.79141e-05,0.0443512,0.000316877,-7.66E-07,0,0.000316878,7.01,0,0,7.01,1.73842,-0.104245,-3.96E-17,-1.12E-11,-2.45E-13,1.12471e-15,0,2.44535e-13,0,0,0,0,288.589,15.1003,-0.0365028,0,15.1003,1,0
702,7.02,2.09849e-05,4.34846,0,1.79141e-05,0.0444018,0.000317242,-7.65E-07,0,0.000317243,7.02,0,0,7.02,1.73842,-0.104372,-3.96E-17,-1.11E-11,-2.42E-13,4.54802e-16,0,2.41739e-13,0,0,0,0,288.588,15.1176,-0.0364503,0,15.1177,1,0
