Point ID,arc_length,Density,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Residual_Density,Residual_Energy,Residual_Momentum_0,Residual_Momentum_1,Residual_Momentum_2,Residual_Momentum_Magnitude,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,vtkValidPointMask,Y_Plus
791,7.91,2.09862e-05,4.34914,0,1.79128e-05,0.0514636,0.000367715,-5.76E-07,0,0.000367716,7.91,0,0,7.91,1.73837,-0.108914,-3.80E-17,-9.06E-12,-1.53E-13,1.05228e-14,0,1.53441e-13,0,0,0,0,288.561,17.5217,-0.0274396,0,17.5217,1,0
792,7.92,2.09862e-05,4.34915,0,1.79128e-05,0.0515053,0.000368016,-5.72E-07,0,0.000368016,7.92,0,0,7.92,1.73837,-0.108992,-3.78E-17,-8.98E-12,-1.51E-13,1.02451e-14,0,1.51625e-13,0,0,0,0,288.561,17.5361,-0.027209,0,17.5361,1,0
793,7.93,2.09862e-05,4.34915,0,1.79128e-05,0.0515443,0.000368297,-5.68E-07,0,0.000368297,7.93,0,0,7.93,1.73836,-0.109084,-3.76E-17,-8.90E-12,-1.49E-13,9.91285e-15,0,1.49686e-13,0,0,0,0,288.561,17.5494,-0.0270214,0,17.5494,1,0
794,7.94,2.09862e-05,4.34915,0,1.79128e-05,0.0515832,0.000368577,-5.64E-07,0,0.000368578,7.94,0,0,7.94,1.73836,-0.109176,-3.74E-17,-8.82E-12,-1.47E-13,9.58055e-15,0,1.47747e-13,0,0,0,0,288.561,17.5628,-0.0268338,0,17.5628,1,0
795,7.95,2.09862e-05,4.34915,0,1.79128e-05,0.0516221,0.000368858,-5.60E-07,0,0.000368858,7.95,0,0,7.95,1.73836,-0.109269,-3.71E-17,-8.74E-12,-1.46E-13,9.24827e-15,0,1.45808e-13,0,0,0,0,288.561,17.5762,-0.0266462,0,17.5762,1,0
796,7.96,2.09862e-05,4.34915,0,1.79128e-05,0.051661,0.000369138,-5.56E-07,0,0.000369138,7.96,0,0,7.96,1.73836,-0.109361,-3.69E-17,-8.66E-12,-1.44E-13,8.91597e-15,0,1.4387e-13,0,0,0,0,288.561,17.5895,-0.0264586,0,17.5896,1,0
797,7.97,2.09862e-05,4.34916,0,1.79128e-05,0.0517,0.000369419,-5.52E-07,0,0.000369419,7.97,0,0,7.97,1.73836,-0.109453,-3.67E-17,-8.58E-12,-1.42E-13,8.58369e-15,0,1.41932e-13,0,0,0,0,288.56,17.6029,-0.026271,0,17.6029,1,0
798,7.98,2.09862e-05,4.34916,0,1.79128e-05,0.0517389,0.000369699,-5.48E-07,0,0.0003697,7.98,0,0,7.98,1.73836,-0.109545,-3.64E-17,-8.50E-12,-1.40E-13,8.25139e-15,0,1.39994e-13,0,0,0,0,288.56,17.6163,-0.0260834,0,17.6163,1,0
799,7.99,2.09862e-05,4.34916,0,1.79128e-05,0.0517778,0.00036998,-5.44E-07,0,0.00036998,7.99,0,0,7.99,1.73836,-0.109637,-3.62E-17,-8.42E-12,-1.38E-13,7.9191e-15,0,1.38057e-13,0,0,0,0,288.56,17.6297,-0.0258958,0,17.6297,1,0
800,8,2.09862e-05,4.34916,0,1.79128e-05,0.0518167,0.00037026,-5.40E-07,0,0.000370261,8,0,0,8,1.73836,-0.10973,-3.60E-17,-8.34E-12,-1.36E-13,7.58681e-15,0,1.3612e-13,0,0,0,0,288.56,17.643,-0.0257082,0,17.643,1,0
801,8.01,2.09862e-05,4.34917,0,1.79128e-05,0.0518557,0.000370541,-5.36E-07,0,0.000370541,8.01,0,0,8.01,1.73836,-0.109822,-3.57E-17,-8.26E-12,-1.34E-13,7.25451e-15,0,1.34183e-13,0,0,0,0,288.56,17.6564,-0.0255206,0,17.6564,1,0
802,8.02,2.09862e-05,4.34917,0,1.79127e-05,0.0518946,0.000370821,-5.32E-07,0,0.000370822,8.02,0,0,8.02,1.73835,-0.109914,-3.55E-17,-8.18E-12,-1.32E-13,6.92221e-15,0,1.32247e-13,0,0,0,0,288.56,17.6698,-0.025333,0,17.6698,1,0
803,8.03,2.09861e-05,4.34917,0,1.79127e-05,0.0519335,0.000371102,-5.28E-07,0,0.000371102,8.03,0,0,8.03,1.73835,-0.110006,-3.53E-17,-8.10E-12,-1.30E-13,6.58994e-15,0,1.30311e-13,0,0,0,0,288.56,17.6831,-0.0251454,0,17.6832,1,0
804,8.04,2.09861e-05,4.34917,0,1.79127e-05,0.0519724,0.000371382,-5.24E-07,0,0.000371383,8.04,0,0,8.04,1.73835,-0.110098,-3.51E-17,-8.02E-12,-1.28E-13,6.25764e-15,0,1.28376e-13,0,0,0,0,288.56,17.6965,-0.0249578,0,17.6965,1,0
805,8.05,2.09861e-05,4.34917,0,1.79127e-05,0.0520114,0.000371663,-5.20E-07,0,0.000371663,8.05,0,0,8.05,1.73835,-0.110191,-3.48E-17,-7.94E-12,-1.26E-13,5.92534e-15,0,1.2644e-13,0,0,0,0,288.56,17.7099,-0.0247702,0,17.7099,1,0
806,8.06,2.09861e-05,4.34918,0,1.79127e-05,0.0520503,0.000371943,-5.16E-07,0,0.000371944,8.06,0,0,8.06,1.73835,-0.110283,-3.46E-17,-7.86E-12,-1.24E-13,5.59304e-15,0,1.24506e-13,0,0,0,0,288.559,17.7233,-0.0245826,0,17.7233,1,0
807,8.07,2.09861e-05,4.34918,0,1.79127e-05,0.0520892,0.000372224,-5.12E-07,0,0.000372224,8.07,0,0,8.07,1.73835,-0.110375,-3.44E-17,-7.78E-12,-1.22E-13,5.26078e-15,0,1.22572e-13,0,0,0,0,288.559,17.7366,-0.0243951,0,17.7366,1,0
808,8.08,2.09862e-05,4.3492,0,1.79127e-05,0.0521877,0.000372926,-5.18E-07,0,0.000372926,8.08,0,0,8.08,1.73835,-0.110293,-3.42E-17,-7.71E-12,-1.20E-13,4.73722e-15,0,1.20314e-13,0,0,0,0,288.559,17.77,-0.0246714,0,17.7701,1,0
809,8.09,2.09862e-05,4.34921,0,1.79127e-05,0.0522877,0.000373638,-5.24E-07,0,0.000373638,8.09,0,0,8.09,1.73835,-0.110207,-3.41E-17,-7.64E-12,-1.18E-13,4.20928e-15,0,1.18051e-13,0,0,0,0,288.558,17.8039,-0.0249584,0,17.8039,1,0
810,8.1,2.09863e-05,4.34923,0,1.79126e-05,0.0523876,0.000374349,-5.30E-07,0,0.00037435,8.1,0,0,8.1,1.73835,-0.110122,-3.40E-17,-7.57E-12,-1.16E-13,3.68134e-15,0,1.15789e-13,0,0,0,0,288.558,17.8378,-0.0252453,0,17.8378,1,0
811,8.11,2.09863e-05,4.34924,0,1.79126e-05,0.0524875,0.000375061,-5.36E-07,0,0.000375061,8.11,0,0,8.11,1.73835,-0.110036,-3.38E-17,-7.50E-12,-1.13E-13,3.15345e-15,0,1.13529e-13,0,0,0,0,288.557,17.8716,-0.0255323,0,17.8717,1,0
812,8.12,2.09864e-05,4.34926,0,1.79126e-05,0.0525874,0.000375773,-5.42E-07,0,0.000375773,8.12,0,0,8.12,1.73835,-0.10995,-3.37E-17,-7.43E-12,-1.11E-13,2.6255e-15,0,1.11271e-13,0,0,0,0,288.557,17.9055,-0.0258193,0,17.9055,1,0
813,8.13,2.09864e-05,4.34927,0,1.79126e-05,0.0526873,0.000376484,-5.48E-07,0,0.000376485,8.13,0,0,8.13,1.73836,-0.109865,-3.36E-17,-7.36E-12,-1.09E-13,2.09756e-15,0,1.09015e-13,0,0,0,0,288.556,17.9394,-0.0261062,0,17.9394,1,0
814,8.14,2.09865e-05,4.34929,0,1.79126e-05,0.0527872,0.000377196,-5.54E-07,0,0.000377196,8.14,0,0,8.14,1.73836,-0.109779,-3.34E-17,-7.29E-12,-1.07E-13,1.56962e-15,0,1.06761e-13,0,0,0,0,288.556,17.9733,-0.0263932,0,17.9733,1,0
815,8.15,2.09865e-05,4.3493,0,1.79125e-05,0.0528871,0.000377908,-5.60E-07,0,0.000377908,8.15,0,0,8.15,1.73836,-0.109693,-3.33E-17,-7.22E-12,-1.05E-13,1.04173e-15,0,1.0451e-13,0,0,0,0,288.555,18.0071,-0.0266802,0,18.0071,1,0
816,8.16,2.09866e-05,4.34932,0,1.79125e-05,0.052987,0.000378619,-5.66E-07,0,0.00037862,8.16,0,0,8.16,1.73836,-0.109607,-3.32E-17,-7.15E-12,-1.02E-13,5.13786e-16,0,1.02261e-13,0,0,0,0,288.555,18.041,-0.0269671,0,18.041,1,0
817,8.17,2.09866e-05,4.34934,0,1.79125e-05,0.0530869,0.000379331,-5.72E-07,0,0.000379332,8.17,0,0,8.17,1.73836,-0.109522,-3.30E-17,-7.08E-12,-1.00E-13,-1.42E-17,0,1.00014e-13,0,0,0,0,288.554,18.0749,-0.0272541,0,18.0749,1,0
818,8.18,2.09867e-05,4.34935,0,1.79125e-05,0.0531868,0.000380043,-5.78E-07,0,0.000380043,8.18,0,0,8.18,1.73836,-0.109436,-3.29E-17,-7.01E-12,-9.78E-14,-5.42E-16,0,9.77702e-14,0,0,0,0,288.554,18.1087,-0.0275411,0,18.1088,1,0
819,8.19,2.09867e-05,4.34937,0,1.79124e-05,0.0532868,0.000380755,-5.84E-07,0,0.000380755,8.19,0,0,8.19,1.73836,-0.10935,-3.28E-17,-6.94E-12,-9.55E-14,-1.07E-15,0,9.55296e-14,0,0,0,0,288.553,18.1426,-0.027828,0,18.1426,1,0
820,8.2,2.09868e-05,4.34938,0,1.79124e-05,0.0533867,0.000381466,-5.90E-07,0,0.000381467,8.2,0,0,8.2,1.73836,-0.109265,-3.26E-17,-6.87E-12,-9.33E-14,-1.60E-15,0,9.3292e-14,0,0,0,0,288.553,18.1765,-0.028115,0,18.1765,1,0
821,8.21,2.09868e-05,4.3494,0,1.79124e-05,0.0534866,0.000382178,-5.96E-07,0,0.000382179,8.21,0,0,8.21,1.73836,-0.109179,-3.25E-17,-6.80E-12,-9.10E-14,-2.13E-15,0,9.10579e-14,0,0,0,0,288.552,18.2104,-0.028402,0,18.2104,1,0
822,8.22,2.09869e-05,4.34941,0,1.79124e-05,0.0535865,0.00038289,-6.02E-07,0,0.00038289,8.22,0,0,8.22,1.73836,-0.109093,-3.24E-17,-6.73E-12,-8.88E-14,-2.65E-15,0,8.88274e-14,0,0,0,0,288.552,18.2442,-0.028689,0,18.2442,1,0
823,8.23,2.09869e-05,4.34943,0,1.79123e-05,0.0536864,0.000383601,-6.08E-07,0,0.000383602,8.23,0,0,8.23,1.73837,-0.109007,-3.22E-17,-6.66E-12,-8.65E-14,-3.18E-15,0,8.66012e-14,0,0,0,0,288.551,18.2781,-0.0289759,0,18.2781,1,0
824,8.24,2.09869e-05,4.34944,0,1.79123e-05,0.0537863,0.000384313,-6.14E-07,0,0.000384314,8.24,0,0,8.24,1.73837,-0.108922,-3.21E-17,-6.59E-12,-8.43E-14,-3.71E-15,0,8.4379e-14,0,0,0,0,288.551,18.312,-0.0292629,0,18.312,1,0
825,8.25,2.0987e-05,4.34946,0,1.79123e-05,0.0538862,0.000385025,-6.20E-07,0,0.000385025,8.25,0,0,8.25,1.73837,-0.108836,-3.20E-17,-6.52E-12,-8.21E-14,-4.24E-15,0,8.21615e-14,0,0,0,0,288.55,18.3458,-0.0295499,0,18.3459,1,0
826,8.26,2.0987e-05,4.34948,0,1.79123e-05,0.0539861,0.000385737,-6.26E-07,0,0.000385737,8.26,0,0,8.26,1.73837,-0.10875,-3.18E-17,-6.45E-12,-7.98E-14,-4.77E-15,0,7.9949e-14,0,0,0,0,288.55,18.3797,-0.0298368,0,18.3797,1,0
827,8.27,2.09871e-05,4.34949,0,1.79122e-05,0.054086,0.000386448,-6.32E-07,0,0.000386449,8.27,0,0,8.27,1.73837,-0.108664,-3.17E-17,-6.38E-12,-7.76E-14,-5.29E-15,0,7.7742e-14,0,0,0,0,288.549,18.4136,-0.0301238,0,18.4136,1,0
828,8.28,2.09871e-05,4.34951,0,1.79122e-05,0.0541859,0.00038716,-6.38E-07,0,0.000387161,8.28,0,0,8.28,1.73837,-0.108579,-3.16E-17,-6.31E-12,-7.53E-14,-5.82E-15,0,7.55412e-14,0,0,0,0,288.549,18.4474,-0.0304108,0,18.4475,1,0
829,8.29,2.09872e-05,4.34952,0,1.79122e-05,0.0542859,0.000387872,-6.44E-07,0,0.000387872,8.29,0,0,8.29,1.73837,-0.108493,-3.14E-17,-6.24E-12,-7.31E-14,-6.35E-15,0,7.33466e-14,0,0,0,0,288.548,18.4813,-0.0306977,0,18.4813,1,0
830,8.3,2.09872e-05,4.34954,0,1.79122e-05,0.0543858,0.000388583,-6.50E-07,0,0.000388584,8.3,0,0,8.3,1.73837,-0.108407,-3.13E-17,-6.17E-12,-7.08E-14,-6.88E-15,0,7.11591e-14,0,0,0,0,288.548,18.5152,-0.0309847,0,18.5152,1,0
831,8.31,2.09873e-05,4.34955,0,1.79122e-05,0.0544857,0.000389295,-6.56E-07,0,0.000389296,8.31,0,0,8.31,1.73837,-0.108322,-3.12E-17,-6.10E-12,-6.86E-14,-7.41E-15,0,6.89793e-14,0,0,0,0,288.548,18.5491,-0.0312717,0,18.5491,1,0
832,8.32,2.09873e-05,4.34957,0,1.79121e-05,0.0545856,0.000390007,-6.62E-07,0,0.000390007,8.32,0,0,8.32,1.73838,-0.108236,-3.10E-17,-6.03E-12,-6.63E-14,-7.93E-15,0,6.68083e-14,0,0,0,0,288.547,18.5829,-0.0315586,0,18.583,1,0
833,8.33,2.09874e-05,4.34959,0,1.79121e-05,0.0546855,0.000390719,-6.68E-07,0,0.000390719,8.33,0,0,8.33,1.73838,-0.10815,-3.09E-17,-5.96E-12,-6.41E-14,-8.46E-15,0,6.46464e-14,0,0,0,0,288.547,18.6168,-0.0318456,0,18.6168,1,0
834,8.34,2.09874e-05,4.3496,0,1.79121e-05,0.0547854,0.00039143,-6.74E-07,0,0.000391431,8.34,0,0,8.34,1.73838,-0.108064,-3.08E-17,-5.89E-12,-6.18E-14,-8.99E-15,0,6.24949e-14,0,0,0,0,288.546,18.6507,-0.0321326,0,18.6507,1,0
835,8.35,2.09875e-05,4.34962,0,1.79121e-05,0.0548853,0.000392142,-6.80E-07,0,0.000392143,8.35,0,0,8.35,1.73838,-0.107979,-3.07E-17,-5.82E-12,-5.96E-14,-9.52E-15,0,6.03549e-14,0,0,0,0,288.546,18.6845,-0.0324196,0,18.6846,1,0
836,8.36,2.09875e-05,4.34963,0,1.7912e-05,0.0549852,0.000392854,-6.86E-07,0,0.000392854,8.36,0,0,8.36,1.73838,-0.107893,-3.05E-17,-5.76E-12,-5.74E-14,-1.00E-14,0,5.82277e-14,0,0,0,0,288.545,18.7184,-0.0327065,0,18.7184,1,0
837,8.37,2.09876e-05,4.34965,0,1.7912e-05,0.0550851,0.000393565,-6.92E-07,0,0.000393566,8.37,0,0,8.37,1.73838,-0.107807,-3.04E-17,-5.69E-12,-5.51E-14,-1.06E-14,0,5.61145e-14,0,0,0,0,288.545,18.7523,-0.0329935,0,18.7523,1,0
838,8.38,2.09876e-05,4.34966,0,1.7912e-05,0.0551851,0.000394277,-6.98E-07,0,0.000394278,8.38,0,0,8.38,1.73838,-0.107722,-3.03E-17,-5.62E-12,-5.29E-14,-1.11E-14,0,5.40171e-14,0,0,0,0,288.544,18.7861,-0.0332805,0,18.7862,1,0
839,8.39,2.09877e-05,4.34968,0,1.7912e-05,0.055285,0.000394989,-7.04E-07,0,0.00039499,8.39,0,0,8.39,1.73838,-0.107636,-3.01E-17,-5.55E-12,-5.06E-14,-1.16E-14,0,5.19374e-14,0,0,0,0,288.544,18.82,-0.0335674,0,18.8201,1,0
840,8.4,2.09877e-05,4.34969,0,1.79119e-05,0.0553849,0.000395701,-7.10E-07,0,0.000395701,8.4,0,0,8.4,1.73838,-0.10755,-3.00E-17,-5.48E-12,-4.84E-14,-1.22E-14,0,4.98779e-14,0,0,0,0,288.543,18.8539,-0.0338544,0,18.8539,1,0
841,8.41,2.09878e-05,4.34971,0,1.79119e-05,0.0554848,0.000396412,-7.16E-07,0,0.000396413,8.41,0,0,8.41,1.73838,-0.107464,-2.99E-17,-5.41E-12,-4.61E-14,-1.27E-14,0,4.78408e-14,0,0,0,0,288.543,18.8878,-0.0341414,0,18.8878,1,0
842,8.42,2.09878e-05,4.34973,0,1.79119e-05,0.0555847,0.000397124,-7.22E-07,0,0.000397125,8.42,0,0,8.42,1.73839,-0.107379,-2.97E-17,-5.34E-12,-4.39E-14,-1.32E-14,0,4.58291e-14,0,0,0,0,288.542,18.9216,-0.0344283,0,18.9217,1,0
843,8.43,2.09879e-05,4.34974,0,1.79119e-05,0.0556846,0.000397836,-7.28E-07,0,0.000397836,8.43,0,0,8.43,1.73839,-0.107293,-2.96E-17,-5.27E-12,-4.16E-14,-1.37E-14,0,4.38465e-14,0,0,0,0,288.542,18.9555,-0.0347153,0,18.9555,1,0
844,8.44,2.09879e-05,4.34976,0,1.79118e-05,0.0557845,0.000398547,-7.34E-07,0,0.000398548,8.44,0,0,8.44,1.73839,-0.107207,-2.95E-17,-5.20E-12,-3.94E-14,-1.43E-14,0,4.18973e-14,0,0,0,0,288.541,18.9894,-0.0350023,0,18.9894,1,0
845,8.45,2.0988e-05,4.34977,0,1.79118e-05,0.0558652,0.000399124,-7.39E-07,0,0.000399124,8.45,0,0,8.45,1.73839,-0.107085,-2.94E-17,-5.15E-12,-3.79E-14,-1.45E-14,0,4.05822e-14,0,0,0,0,288.541,19.0168,-0.035205,0,19.0168,1,0
846,8.46,2.0988e-05,4.34978,0,1.79118e-05,0.0558976,0.000399359,-7.38E-07,0,0.000399359,8.46,0,0,8.46,1.73839,-0.106873,-2.94E-17,-5.16E-12,-3.84E-14,-1.39E-14,0,4.07917e-14,0,0,0,0,288.541,19.028,-0.0351955,0,19.028,1,0
847,8.47,2.0988e-05,4.34979,0,1.79118e-05,0.05593,0.000399594,-7.38E-07,0,0.000399594,8.47,0,0,8.47,1.73839,-0.10666,-2.93E-17,-5.17E-12,-3.88E-14,-1.33E-14,0,4.10138e-14,0,0,0,0,288.541,19.0391,-0.0351861,0,19.0392,1,0
848,8.48,2.0988e-05,4.3498,0,1.79118e-05,0.0559624,0.000399828,-7.38E-07,0,0.000399829,8.48,0,0,8.48,1.7384,-0.106447,-2.93E-17,-5.18E-12,-3.93E-14,-1.27E-14,0,4.12485e-14,0,0,0,0,288.541,19.0503,-0.0351766,0,19.0503,1,0
849,8.49,2.09881e-05,4.34982,0,1.79118e-05,0.0559948,0.000400063,-7.38E-07,0,0.000400064,8.49,0,0,8.49,1.7384,-0.106235,-2.93E-17,-5.19E-12,-3.97E-14,-1.21E-14,0,4.14956e-14,0,0,0,0,288.541,19.0615,-0.0351672,0,19.0615,1,0
850,8.5,2.09881e-05,4.34983,0,1.79118e-05,0.0560271,0.000400298,-7.38E-07,0,0.000400299,8.5,0,0,8.5,1.7384,-0.106022,-2.93E-17,-5.20E-12,-4.02E-14,-1.15E-14,0,4.17547e-14,0,0,0,0,288.541,19.0726,-0.0351577,0,19.0727,1,0
851,8.51,2.09881e-05,4.34984,0,1.79118e-05,0.0560595,0.000400533,-7.38E-07,0,0.000400534,8.51,0,0,8.51,1.7384,-0.105809,-2.93E-17,-5.21E-12,-4.06E-14,-1.08E-14,0,4.20257e-14,0,0,0,0,288.541,19.0838,-0.0351482,0,19.0838,1,0
852,8.52,2.09881e-05,4.34985,0,1.79118e-05,0.0560919,0.000400768,-7.37E-07,0,0.000400769,8.52,0,0,8.52,1.73841,-0.105596,-2.93E-17,-5.22E-12,-4.10E-14,-1.02E-14,0,4.23084e-14,0,0,0,0,288.541,19.095,-0.0351388,0,19.095,1,0
853,8.53,2.09882e-05,4.34986,0,1.79119e-05,0.0561243,0.000401003,-7.37E-07,0,0.000401004,8.53,0,0,8.53,1.73841,-0.105384,-2.93E-17,-5.23E-12,-4.15E-14,-9.64E-15,0,4.26024e-14,0,0,0,0,288.541,19.1061,-0.0351293,0,19.1062,1,0
854,8.54,2.09882e-05,4.34987,0,1.79119e-05,0.0561567,0.000401238,-7.37E-07,0,0.000401239,8.54,0,0,8.54,1.73841,-0.105171,-2.93E-17,-5.24E-12,-4.19E-14,-9.03E-15,0,4.29077e-14,0,0,0,0,288.541,19.1173,-0.0351199,0,19.1173,1,0
855,8.55,2.09882e-05,4.34988,0,1.79119e-05,0.0561891,0.000401473,-7.37E-07,0,0.000401474,8.55,0,0,8.55,1.73842,-0.104958,-2.93E-17,-5.24E-12,-4.24E-14,-8.43E-15,0,4.32239e-14,0,0,0,0,288.541,19.1285,-0.0351104,0,19.1285,1,0
856,8.56,2.09882e-05,4.34989,0,1.79119e-05,0.0562214,0.000401708,-7.37E-07,0,0.000401709,8.56,0,0,8.56,1.73842,-0.104746,-2.93E-17,-5.25E-12,-4.28E-14,-7.82E-15,0,4.35508e-14,0,0,0,0,288.542,19.1397,-0.035101,0,19.1397,1,0
857,8.57,2.09883e-05,4.3499,0,1.79119e-05,0.0562538,0.000401943,-7.36E-07,0,0.000401944,8.57,0,0,8.57,1.73842,-0.104533,-2.93E-17,-5.26E-12,-4.33E-14,-7.22E-15,0,4.38881e-14,0,0,0,0,288.542,19.1508,-0.0350915,0,19.1509,1,0
858,8.58,2.09883e-05,4.34991,0,1.79119e-05,0.0562862,0.000402178,-7.36E-07,0,0.000402179,8.58,0,0,8.58,1.73842,-0.10432,-2.92E-17,-5.27E-12,-4.37E-14,-6.62E-15,0,4.42357e-14,0,0,0,0,288.542,19.162,-0.0350821,0,19.162,1,0
859,8.59,2.09883e-05,4.34993,0,1.79119e-05,0.0563186,0.000402413,-7.36E-07,0,0.000402414,8.59,0,0,8.59,1.73843,-0.104108,-2.92E-17,-5.28E-12,-4.42E-14,-6.01E-15,0,4.45933e-14,0,0,0,0,288.542,19.1732,-0.0350726,0,19.1732,1,0
860,8.6,2.09884e-05,4.34994,0,1.79119e-05,0.056351,0.000402648,-7.36E-07,0,0.000402648,8.6,0,0,8.6,1.73843,-0.103895,-2.92E-17,-5.29E-12,-4.46E-14,-5.41E-15,0,4.49607e-14,0,0,0,0,288.542,19.1843,-0.0350632,0,19.1844,1,0
861,8.61,2.09884e-05,4.34995,0,1.79119e-05,0.0563834,0.000402883,-7.36E-07,0,0.000402883,8.61,0,0,8.61,1.73843,-0.103682,-2.92E-17,-5.30E-12,-4.51E-14,-4.80E-15,0,4.53375e-14,0,0,0,0,288.542,19.1955,-0.0350537,0,19.1955,1,0
862,8.62,2.09884e-05,4.34996,0,1.79119e-05,0.0564157,0.000403118,-7.35E-07,0,0.000403118,8.62,0,0,8.62,1.73843,-0.103469,-2.92E-17,-5.31E-12,-4.55E-14,-4.20E-15,0,4.57236e-14,0,0,0,0,288.542,19.2067,-0.0350443,0,19.2067,1,0
863,8.63,2.09884e-05,4.34997,0,1.79119e-05,0.0564481,0.000403353,-7.35E-07,0,0.000403353,8.63,0,0,8.63,1.73844,-0.103257,-2.92E-17,-5.32E-12,-4.60E-14,-3.59E-15,0,4.61188e-14,0,0,0,0,288.542,19.2178,-0.0350348,0,19.2179,1,0
864,8.64,2.09885e-05,4.34998,0,1.79119e-05,0.0564805,0.000403588,-7.35E-07,0,0.000403588,8.64,0,0,8.64,1.73844,-0.103044,-2.92E-17,-5.33E-12,-4.64E-14,-2.99E-15,0,4.65228e-14,0,0,0,0,288.542,19.229,-0.0350254,0,19.229,1,0
865,8.65,2.09885e-05,4.34999,0,1.79119e-05,0.0565129,0.000403823,-7.35E-07,0,0.000403823,8.65,0,0,8.65,1.73844,-0.102831,-2.92E-17,-5.34E-12,-4.69E-14,-2.38E-15,0,4.69354e-14,0,0,0,0,288.542,19.2402,-0.0350159,0,19.2402,1,0
866,8.66,2.09885e-05,4.35,0,1.79119e-05,0.0565453,0.000404057,-7.35E-07,0,0.000404058,8.66,0,0,8.66,1.73844,-0.102619,-2.92E-17,-5.35E-12,-4.73E-14,-1.78E-15,0,4.73563e-14,0,0,0,0,288.542,19.2513,-0.0350065,0,19.2514,1,0
867,8.67,2.09885e-05,4.35001,0,1.79119e-05,0.0565776,0.000404292,-7.34E-07,0,0.000404293,8.67,0,0,8.67,1.73845,-0.102406,-2.92E-17,-5.36E-12,-4.78E-14,-1.17E-15,0,4.77854e-14,0,0,0,0,288.542,19.2625,-0.034997,0,19.2625,1,0
868,8.68,2.09886e-05,4.35002,0,1.79119e-05,0.05661,0.000404527,-7.34E-07,0,0.000404528,8.68,0,0,8.68,1.73845,-0.102193,-2.91E-17,-5.37E-12,-4.82E-14,-5.70E-16,0,4.82224e-14,0,0,0,0,288.542,19.2737,-0.0349876,0,19.2737,1,0
869,8.69,2.09886e-05,4.35003,0,1.79119e-05,0.0566424,0.000404762,-7.34E-07,0,0.000404763,8.69,0,0,8.69,1.73845,-0.101981,-2.91E-17,-5.38E-12,-4.87E-14,3.42004e-17,0,4.86671e-14,0,0,0,0,288.542,19.2849,-0.0349781,0,19.2849,1,0
870,8.7,2.09886e-05,4.35005,0,1.79119e-05,0.0566748,0.000404997,-7.34E-07,0,0.000404998,8.7,0,0,8.7,1.73845,-0.101768,-2.91E-17,-5.39E-12,-4.91E-14,6.38735e-16,0,4.91193e-14,0,0,0,0,288.542,19.296,-0.0349686,0,19.2961,1,0
871,8.71,2.09886e-05,4.35006,0,1.79119e-05,0.0567072,0.000405232,-7.34E-07,0,0.000405233,8.71,0,0,8.71,1.73846,-0.101555,-2.91E-17,-5.40E-12,-4.96E-14,1.24327e-15,0,4.95789e-14,0,0,0,0,288.542,19.3072,-0.0349592,0,19.3072,1,0
872,8.72,2.09887e-05,4.35007,0,1.79119e-05,0.0567396,0.000405467,-7.33E-07,0,0.000405468,8.72,0,0,8.72,1.73846,-0.101342,-2.91E-17,-5.41E-12,-5.00E-14,1.8478e-15,0,5.00455e-14,0,0,0,0,288.543,19.3184,-0.0349497,0,19.3184,1,0
873,8.73,2.09887e-05,4.35008,0,1.79119e-05,0.0567719,0.000405702,-7.33E-07,0,0.000405703,8.73,0,0,8.73,1.73846,-0.10113,-2.91E-17,-5.41E-12,-5.05E-14,2.45228e-15,0,5.0519e-14,0,0,0,0,288.543,19.3295,-0.0349403,0,19.3296,1,0
874,8.74,2.09887e-05,4.35009,0,1.79119e-05,0.0568043,0.000405937,-7.33E-07,0,0.000405938,8.74,0,0,8.74,1.73846,-0.100917,-2.91E-17,-5.42E-12,-5.09E-14,3.05682e-15,0,5.09992e-14,0,0,0,0,288.543,19.3407,-0.0349308,0,19.3407,1,0
875,8.75,2.09888e-05,4.3501,0,1.79119e-05,0.0568367,0.000406172,-7.33E-07,0,0.000406173,8.75,0,0,8.75,1.73847,-0.100704,-2.91E-17,-5.43E-12,-5.14E-14,3.66135e-15,0,5.14859e-14,0,0,0,0,288.543,19.3519,-0.0349214,0,19.3519,1,0
876,8.76,2.09888e-05,4.35011,0,1.79119e-05,0.0568691,0.000406407,-7.33E-07,0,0.000406408,8.76,0,0,8.76,1.73847,-0.100492,-2.91E-17,-5.44E-12,-5.18E-14,4.26589e-15,0,5.1979e-14,0,0,0,0,288.543,19.363,-0.0349119,0,19.3631,1,0
877,8.77,2.09888e-05,4.35012,0,1.79119e-05,0.0569015,0.000406642,-7.32E-07,0,0.000406643,8.77,0,0,8.77,1.73847,-0.100279,-2.91E-17,-5.45E-12,-5.23E-14,4.87042e-15,0,5.24783e-14,0,0,0,0,288.543,19.3742,-0.0349025,0,19.3742,1,0
